"County_Name","Sub-county_Name","Crop_Year","Season","Crop","Area","Production","cat_crop"
"Wajir","Sub-county_Name_WAJIR SOUTH","2022","Short Rains","Crop_Sunflower","5162","8808","Crop_Sunflower"
"Turkana","Sub-county_Name_LOIMA","2015","Long Rains","Crop_other fibres","2018","2592","Crop_other fibres"
"Meru","Sub-county_Name_IMENTI NORTH","2009","Short Rains","Crop_Coconut","6110","6748","Crop_Coconut"
"Wajir","Sub-county_Name_WAJIR WEST","2015","Short Rains","Crop_Other Rabi pulses","4517","5589","Crop_Other Rabi pulses"
"Tana River","Sub-county_Name_BURA","2020","Autumn","Crop_Chickpeas","4784","8366","Crop_Chickpeas"
"Kisii","Sub-county_Name_NYARIBARI MASABA","2016","Short Rains","Crop_Barley","8081","8595","Crop_Barley"
"Bungoma","Sub-county_Name_MT ELGON","2018","Short Rains","Crop_Coconut (Raw)","6785","5652","Crop_Coconut (Raw)"
"Meru","Sub-county_Name_IGEMBE CENTRAL","1999","Spring","Crop_Sweet Potatoes","8714","6934","Crop_Sweet Potatoes"
"Elgeyo Marakwet","Sub-county_Name_KEIYO SOUTH","2010","Short Rains","Crop_Pigeon Peas","4887","4563","Crop_Pigeon Peas"
"Nandi","Sub-county_Name_TINDIRET","2019","Winter","Crop_Dry Chillies","544","8401","Crop_Dry Chillies"
"Kiambu","Sub-county_Name_KIKUYU","2003","Spring","Crop_Maize (Processed)","9901","5105","Crop_Maize (Processed)"
"Isiolo","Sub-county_Name_MERTI","2024","Short Rains","Crop_Common Beans & Mung Beans (Vegetable)","7959","7070","Crop_Common Beans & Mung Beans (Vegetable)"
"Bungoma","Sub-county_Name_TONGAREN","2000","Short Rains","Crop_Black Pepper","3713","5431","Crop_Black Pepper"
"Kisumu","Sub-county_Name_SEME","2001","Short Rains","Crop_Rapeseed & Mustard","5962","9649","Crop_Rapeseed & Mustard"
"Mombasa","Sub-county_Name_MVITA","2008","Short Rains","Crop_Cucumber","7306","2899","Crop_Cucumber"
"Kisumu","Sub-county_Name_SEME","1998","Long Rains","Crop_Bananas","8233","1213","Crop_Bananas"
"Busia","Sub-county_Name_NAMBELE","2020","Long Rains","Crop_Castor seed","8817","2986","Crop_Castor seed"
"Trans Nzoia","Sub-county_Name_CHERANGANY","2010","Long Rains","Crop_Mesta","5548","5032","Crop_Mesta"
"Kwale","Sub-county_Name_LUNGA LUNGA","2005","Long Rains","Crop_Black Pepper","2590","7214","Crop_Black Pepper"
"Machakos","Sub-county_Name_MATUNGULU","2014","Short Rains","Crop_Turmeric","7703","8763","Crop_Turmeric"
"Tana River","Sub-county_Name_BURA","2019","Long Rains","Crop_Potatoes","9499","6759","Crop_Potatoes"
"Mandera","Sub-county_Name_MANDERA NORTH","2010","Short Rains","Crop_Common Beans & Mung Beans (Vegetable)","6402","8352","Crop_Common Beans & Mung Beans (Vegetable)"
"Siaya","Sub-county_Name_UGENYA","2015","Short Rains","Crop_Jackfruit","2771","4029","Crop_Jackfruit"
"Laikipia","Sub-county_Name_LAIKIPIA CENTRAL","2001","Long Rains","Crop_Safflower","9712","9441","Crop_Safflower"
"Kisii","Sub-county_Name_BOMACHOGE CHACHE","2016","Long Rains","Crop_Small Millets","6546","7095","Crop_Small Millets"
"Embu","Sub-county_Name_MBEERE SOUTH","2004","Winter","Crop_Sorghum","8231","9509","Crop_Sorghum"
"Embu","Sub-county_Name_RUNYENJES","2013","Short Rains","Crop_Common Beans & Mung Beans (Vegetable)","2212","6546","Crop_Common Beans & Mung Beans (Vegetable)"
"Kiambu","Sub-county_Name_LARI","2013","Long Rains","Crop_Peas & Beans (Pulses)","3103","2328","Crop_Peas & Beans (Pulses)"
"Marsabit","Sub-county_Name_SAKU","2001","Short Rains","Crop_Cassava","5271","2635","Crop_Cassava"
"Nyandarua","Sub-county_Name_OL JORO OROK","2005","Spring","Crop_Chickpeas","6328","8569","Crop_Chickpeas"
"Nyandarua","Sub-county_Name_NDARAGWA","2021","Long Rains","Crop_Onions","7386","1158","Crop_Onions"
"Mombasa","Sub-county_Name_CHANGAMWE","2011","Long Rains","Crop_Cashew Nuts Processed","4407","4274","Crop_Cashew Nuts Processed"
"Isiolo","Sub-county_Name_ISIOLO","2025","Long Rains","Crop_Samai","4451","5133","Crop_Samai"
"Taita Taveta","Sub-county_Name_TAVETA","2014","Autumn","Crop_Coconut (Raw)","2855","1626","Crop_Coconut (Raw)"
"Nyeri","Sub-county_Name_NYERI TOWN","2001","Short Rains","Crop_Cashew Nuts","1319","3541","Crop_Cashew Nuts"
"Kiambu","Sub-county_Name_LARI","2005","Long Rains","Crop_Bananas","1385","4610","Crop_Bananas"
"Lamu","Sub-county_Name_LAMU EAST","2000","Winter","Crop_Cabbage","3580","2483","Crop_Cabbage"
"West Pokot","Sub-county_Name_WEST POKOT","2024","Autumn","Crop_Carrots","5089","5844","Crop_Carrots"
"Tana River","Sub-county_Name_GALOLE","2023","Winter","Crop_Oranges","5024","3109","Crop_Oranges"
"Bungoma","Sub-county_Name_KIMILILI","2021","Short Rains","Crop_Korra","4538","6062","Crop_Korra"
"Machakos","Sub-county_Name_YATTA","2022","Long Rains","Crop_Cowpeas","4938","7133","Crop_Cowpeas"
"Nyandarua","Sub-county_Name_OL JORO OROK","2000","Short Rains","Crop_Bitter Gourd","834","4340","Crop_Bitter Gourd"
"Kitui","Sub-county_Name_KITUI CENTRAL","2002","Long Rains","Crop_Rice","9178","1912","Crop_Rice"
"Bungoma","Sub-county_Name_WEBUYE EAST","2022","Short Rains","Crop_Horse-gram","1555","7417","Crop_Horse-gram"
"Siaya","Sub-county_Name_UGENYA","2006","Short Rains","Crop_Cabbage","2743","9745","Crop_Cabbage"
"Nyeri","Sub-county_Name_MATHIRA EAST","2011","Spring","Crop_Maize","3292","7475","Crop_Maize"
"Garissa","Sub-county_Name_HULUGHO","1998","Short Rains","Crop_Lentils","5049","4071","Crop_Lentils"
"Kisumu","Sub-county_Name_KISUMU EAST","2025","Spring","Crop_Black Pepper","8728","5621","Crop_Black Pepper"
"Kwale","Sub-county_Name_KINANGO","2021","Short Rains","Crop_Other Vegetables","819","7083","Crop_Other Vegetables"
"Mandera","Sub-county_Name_BANISSA","2011","Autumn","Crop_Onions","6429","5874","Crop_Onions"
"Kajiado","Sub-county_Name_LOITOKITOK","2018","Short Rains","Crop_Cucumber","8307","7458","Crop_Cucumber"
"Kakamega","Sub-county_Name_KAKAMEGA NORTH","2002","Spring","Crop_Cassava","4471","5126","Crop_Cassava"
"Meru","Sub-county_Name_IGEMBE SOUTH","2007","Short Rains","Crop_Grapes","8048","9990","Crop_Grapes"
"Baringo","Sub-county_Name_ELDAMA RAVINE","2020","Winter","Crop_Other Fresh Fruits","1562","4677","Crop_Other Fresh Fruits"
"Baringo","Sub-county_Name_BARINGO SOUTH","2011","Short Rains","Crop_Tomatoes","9685","2271","Crop_Tomatoes"
"Murang’a","Sub-county_Name_KIGUMO","2023","Autumn","Crop_Garlic","9187","9618","Crop_Garlic"
"Samburu","Sub-county_Name_SAMBURU NORTH","2022","Long Rains","Crop_Safflower","8957","1907","Crop_Safflower"
"Kajiado","Sub-county_Name_KAJIADO CENTRAL","1998","Long Rains","Crop_Wheat","4162","5311","Crop_Wheat"
"Mandera","Sub-county_Name_MANDERA NORTH","2000","Short Rains","Crop_Linseed","9738","8556","Crop_Linseed"
"Bungoma","Sub-county_Name_WEBUYE WEST","2007","Long Rains","Crop_Sunflower","6893","5396","Crop_Sunflower"
"Kakamega","Sub-county_Name_KAKAMEGA CENTRAL","1999","Long Rains","Crop_other oilseeds","1795","5932","Crop_other oilseeds"
"Bomet","Sub-county_Name_CHEPALUNGU","2015","Short Rains","Crop_Onions","5162","7797","Crop_Onions"
"Meru","Sub-county_Name_IMENTI NORTH","2003","Autumn","Crop_Grapes","7851","6381","Crop_Grapes"
"Trans Nzoia","Sub-county_Name_KWANZA","2020","Long Rains","Crop_Papaya","8402","3515","Crop_Papaya"
"Kericho","Sub-county_Name_SOIN/SIGOWET","2008","Spring","Crop_Sapota","3199","8717","Crop_Sapota"
"Meru","Sub-county_Name_IMENTI SOUTH","2005","Spring","Crop_Dry Chillies","7496","4352","Crop_Dry Chillies"
"Nakuru","Sub-county_Name_NAKURU TOWN WEST","2018","Short Rains","Crop_Peas (vegetable)","4932","9495","Crop_Peas (vegetable)"
"Kwale","Sub-county_Name_KINANGO","2000","Winter","Crop_Small Millets","8762","4077","Crop_Small Millets"
"Nakuru","Sub-county_Name_KURESOI NORTH","1998","Short Rains","Crop_Other Kharif pulses","4821","8397","Crop_Other Kharif pulses"
"Tharaka Nithi","Sub-county_Name_CHUKA","2006","Short Rains","Crop_Pumpkin","7122","4893","Crop_Pumpkin"
"Uasin Gishu","Sub-county_Name_KESSES","2020","Short Rains","Crop_Cabbage","5875","2618","Crop_Cabbage"
"Narok","Sub-county_Name_NAROK WEST","1999","Short Rains","Crop_Pearl Millet","8577","3613","Crop_Pearl Millet"
"Narok","Sub-county_Name_TRANSMARA WEST","2012","Short Rains","Crop_Sapota","9856","3946","Crop_Sapota"
"Kilifi","Sub-county_Name_KILIFI NORTH","2002","Short Rains","Crop_Onions","3082","7798","Crop_Onions"
"Baringo","Sub-county_Name_ELDAMA RAVINE","2023","Short Rains","Crop_Cassava","7099","5624","Crop_Cassava"
"Kisii","Sub-county_Name_KITUTU CHACHE NORTH","2009","Short Rains","Crop_Pineapples","4537","5700","Crop_Pineapples"
"Bungoma","Sub-county_Name_WEBUYE WEST","1999","Short Rains","Crop_Coconut","6222","4655","Crop_Coconut"
"Kisumu","Sub-county_Name_KISUMU WEST","1998","Long Rains","Crop_Papaya","2670","6907","Crop_Papaya"
"Machakos","Sub-county_Name_MATUNGULU","2024","Winter","Crop_Black Pepper","7733","9434","Crop_Black Pepper"
"Kirinyaga","Sub-county_Name_KIRINYAGA CENTRAL","2025","Spring","Crop_Rubber","4481","8393","Crop_Rubber"
"Meru","Sub-county_Name_IMENTI SOUTH","2011","Short Rains","Crop_Rapeseed & Mustard","7809","8678","Crop_Rapeseed & Mustard"
"Tana River","Sub-county_Name_GALOLE","2005","Short Rains","Crop_Dry Ginger","7829","9061","Crop_Dry Ginger"
"Laikipia","Sub-county_Name_LAIKIPIA EAST","2004","Short Rains","Crop_Jute","466","2399","Crop_Jute"
"Kilifi","Sub-county_Name_MAGARINI","2000","Long Rains","Crop_Lemons","6083","6807","Crop_Lemons"
"Samburu","Sub-county_Name_SAMBURU WEST","2011","Long Rains","Crop_Sugarcane","1230","5378","Crop_Sugarcane"
"Meru","Sub-county_Name_IGEMBE CENTRAL","2014","Long Rains","Crop_Pineapples","4482","4883","Crop_Pineapples"
"Bomet","Sub-county_Name_BOMET CENTRAL","2002","Winter","Crop_Mangoes","6882","3721","Crop_Mangoes"
"Vihiga","Sub-county_Name_UGENYA","2000","Short Rains","Crop_Maize","2062","7133","Crop_Maize"
"Turkana","Sub-county_Name_TURKANA CENTRAL","1999","Autumn","Crop_Tomatoes","3846","9994","Crop_Tomatoes"
"Uasin Gishu","Sub-county_Name_KAPSERET","2000","Short Rains","Crop_Onions","3870","8402","Crop_Onions"
"Kitui","Sub-county_Name_KITUI EAST","2024","Long Rains","Crop_Sapota","7667","2384","Crop_Sapota"
"Samburu","Sub-county_Name_SAMBURU EAST","2017","Long Rains","Crop_Sunflower","7750","1076","Crop_Sunflower"
"Kajiado","Sub-county_Name_ISINYA","2005","Long Rains","Crop_Moth","6620","9572","Crop_Moth"
"Machakos","Sub-county_Name_MAVOKO","1999","Short Rains","Crop_Snake Gourd","5576","6341","Crop_Snake Gourd"
"Elgeyo Marakwet","Sub-county_Name_MARAKWET WEST","2022","Short Rains","Crop_Dry Ginger","4047","2712","Crop_Dry Ginger"
"Samburu","Sub-county_Name_SAMBURU NORTH","2022","Autumn","Crop_Dry Ginger","5199","3647","Crop_Dry Ginger"
"Tana River","Sub-county_Name_GARSEN","2015","Short Rains","Crop_Cashew Nuts Processed","4480","3809","Crop_Cashew Nuts Processed"
"Uasin Gishu","Sub-county_Name_KAPSERET","2011","Long Rains","Crop_Pearl Millet","5222","3794","Crop_Pearl Millet"
"Embu","Sub-county_Name_MBEERE SOUTH","2010","Long Rains","Crop_Potatoes","119","1231","Crop_Potatoes"
"West Pokot","Sub-county_Name_POKOT SOUTH","2006","Short Rains","Crop_Pigeon Peas","9625","9050","Crop_Pigeon Peas"
"Nairobi","Sub-county_Name_EMBAKASI WEST","2024","Long Rains","Crop_Sapota","4010","7099","Crop_Sapota"
"Machakos","Sub-county_Name_YATTA","2013","Short Rains","Crop_Cowpeas","1642","4184","Crop_Cowpeas"
"Baringo","Sub-county_Name_BARINGO CENTRAL","2007","Spring","Crop_Garlic","9596","4828","Crop_Garlic"
"Murang’a","Sub-county_Name_KANGEMA","2004","Autumn","Crop_Tobacco","9991","3850","Crop_Tobacco"
"Siaya","Sub-county_Name_UGENYA","2018","Short Rains","Crop_other oilseeds","234","6308","Crop_other oilseeds"
"Nairobi","Sub-county_Name_EMBAKASI WEST","2018","Spring","Crop_Pigeon Peas","9020","1120","Crop_Pigeon Peas"
"Nyamira","Sub-county_Name_MANGA","2017","Short Rains","Crop_Lentils","3365","1486","Crop_Lentils"
"Bungoma","Sub-county_Name_KABUCHAI","2002","Short Rains","Crop_Peas (vegetable)","3060","7792","Crop_Peas (vegetable)"
"Nakuru","Sub-county_Name_KURESOI NORTH","2011","Long Rains","Crop_Cotton(lint)","2240","7697","Crop_Cotton(lint)"
"Taita Taveta","Sub-county_Name_TAVETA","2002","Short Rains","Crop_Samai","9859","4555","Crop_Samai"
"Nakuru","Sub-county_Name_NAKURU TOWN WEST","2016","Autumn","Crop_Khesari","6983","3721","Crop_Khesari"
"Migori","Sub-county_Name_RONGO","2001","Spring","Crop_Sannhamp","8017","2477","Crop_Sannhamp"
"Kericho","Sub-county_Name_KIPKELION EAST","1998","Short Rains","Crop_Varagu","9829","6669","Crop_Varagu"
"Embu","Sub-county_Name_MBEERE NORTH","2019","Short Rains","Crop_Black Pepper","6020","3252","Crop_Black Pepper"
"Kilifi","Sub-county_Name_KILIFI SOUTH","2018","Long Rains","Crop_Cashew Nuts Processed","5333","3392","Crop_Cashew Nuts Processed"
"Kirinyaga","Sub-county_Name_KIRINYAGA EAST","2011","Short Rains","Crop_Sapota","2823","2880","Crop_Sapota"
"Marsabit","Sub-county_Name_LAISAMIS","1998","Long Rains","Crop_Drum Stick","3389","7695","Crop_Drum Stick"
"Kitui","Sub-county_Name_KITUI EAST","2016","Short Rains","Crop_Oilseeds total","7454","6735","Crop_Oilseeds total"
"Murang’a","Sub-county_Name_KANDARA","2024","Spring","Crop_Maize (Processed)","2062","3427","Crop_Maize (Processed)"
"Siaya","Sub-county_Name_UGENYA","2019","Short Rains","Crop_Pulses total","6154","3933","Crop_Pulses total"
"Busia","Sub-county_Name_TESO NORTH","2022","Long Rains","Crop_Bananas","1442","2685","Crop_Bananas"
"Mandera","Sub-county_Name_MANDERA EAST","2015","Short Rains","Crop_Safflower","1855","4970","Crop_Safflower"
"Baringo","Sub-county_Name_TIATY","2002","Long Rains","Crop_Pigeon Peas","1560","1037","Crop_Pigeon Peas"
"Taita Taveta","Sub-county_Name_TAVETA","2006","Short Rains","Crop_Peas (vegetable)","278","6157","Crop_Peas (vegetable)"
"Turkana","Sub-county_Name_TURKANA EAST","2009","Autumn","Crop_Black Pepper","4477","2177","Crop_Black Pepper"
"Samburu","Sub-county_Name_SAMBURU WEST","2001","Autumn","Crop_Samai","905","2311","Crop_Samai"
"Kwale","Sub-county_Name_MATUGA","2009","Long Rains","Crop_Pineapples","8354","1242","Crop_Pineapples"
"Kisii","Sub-county_Name_BOMACHOGE CHACHE","1999","Short Rains","Crop_Onions","3725","6705","Crop_Onions"
"Nakuru","Sub-county_Name_SUBUKIA","2022","Long Rains","Crop_Pearl Millet","7737","3138","Crop_Pearl Millet"
"Bungoma","Sub-county_Name_TONGAREN","2010","Short Rains","Crop_Mung Beans","8720","1769","Crop_Mung Beans"
"Nyamira","Sub-county_Name_NYAMIRA SOUTH","2022","Long Rains","Crop_Oilseeds total","1359","6963","Crop_Oilseeds total"
"Kisii","Sub-county_Name_BONCHARI","2009","Short Rains","Crop_Rapeseed & Mustard","5314","9984","Crop_Rapeseed & Mustard"
"Isiolo","Sub-county_Name_ISIOLO","2011","Winter","Crop_Potatoes","3920","5218","Crop_Potatoes"
"West Pokot","Sub-county_Name_WEST POKOT","2024","Short Rains","Crop_Cassava","9575","5552","Crop_Cassava"
"Homa Bay","Sub-county_Name_MBITA","2025","Long Rains","Crop_Onions","8373","6074","Crop_Onions"
"Kiambu","Sub-county_Name_GATUNDU SOUTH","2009","Short Rains","Crop_Varagu","5699","7770","Crop_Varagu"
"Kiambu","Sub-county_Name_GITHUNGURI","2009","Short Rains","Crop_Sugarcane","8313","9624","Crop_Sugarcane"
"Bomet","Sub-county_Name_SOTIK","2010","Short Rains","Crop_Peas (vegetable)","9582","8852","Crop_Peas (vegetable)"
"Nyamira","Sub-county_Name_NYAMIRA SOUTH","2015","Autumn","Crop_Coffee","8480","9474","Crop_Coffee"
"Nyamira","Sub-county_Name_NYAMIRA SOUTH","1999","Short Rains","Crop_Tomatoes","8989","5928","Crop_Tomatoes"
"Tana River","Sub-county_Name_GARSEN","2001","Long Rains","Crop_Rubber","2030","2007","Crop_Rubber"
"Taita Taveta","Sub-county_Name_MWATATE","1999","Long Rains","Crop_Cardamom","2029","8060","Crop_Cardamom"
"Laikipia","Sub-county_Name_NYAHURURU","2002","Long Rains","Crop_Onions","5126","7616","Crop_Onions"
"Elgeyo Marakwet","Sub-county_Name_MARAKWET WEST","2006","Short Rains","Crop_Sannhamp","8017","2343","Crop_Sannhamp"
"Nyandarua","Sub-county_Name_KINANGOP","2021","Long Rains","Crop_Onions","9173","9023","Crop_Onions"
"Vihiga","Sub-county_Name_LUANDA","2025","Autumn","Crop_other fibres","1226","8111","Crop_other fibres"
"Kajiado","Sub-county_Name_KAJIADO NORTH","2009","Long Rains","Crop_Cabbage","4294","8288","Crop_Cabbage"
"Turkana","Sub-county_Name_TURKANA SOUTH","2020","Autumn","Crop_Peas & Beans (Pulses)","3271","5429","Crop_Peas & Beans (Pulses)"
"Kiambu","Sub-county_Name_KABETE","1998","Long Rains","Crop_Khesari","1945","1009","Crop_Khesari"
"Wajir","Sub-county_Name_WAJIR WEST","2000","Autumn","Crop_Cassava","6416","8710","Crop_Cassava"
"Kisii","Sub-county_Name_NYARIBARI CHACHE","2018","Spring","Crop_Lentils","4177","5631","Crop_Lentils"
"Samburu","Sub-county_Name_SAMBURU EAST","2023","Spring","Crop_Horse-gram","2335","6170","Crop_Horse-gram"
"Isiolo","Sub-county_Name_MERTI","2022","Autumn","Crop_Pearl Millet","3924","1672","Crop_Pearl Millet"
"Vihiga","Sub-county_Name_LUANDA","2010","Autumn","Crop_Onions","7873","6978","Crop_Onions"
"Uasin Gishu","Sub-county_Name_AINABKOI","2023","Winter","Crop_Common Beans & Mung Beans (Vegetable)","4513","2782","Crop_Common Beans & Mung Beans (Vegetable)"
"Turkana","Sub-county_Name_TURKANA EAST","2001","Short Rains","Crop_Cowpeas","4942","4294","Crop_Cowpeas"
"Wajir","Sub-county_Name_WAJIR NORTH","2004","Short Rains","Crop_Cabbage","865","6090","Crop_Cabbage"
"Uasin Gishu","Sub-county_Name_AINABKOI","2020","Long Rains","Crop_Jute","7378","1955","Crop_Jute"
"Homa Bay","Sub-county_Name_RANGWE","2010","Short Rains","Crop_Horse-gram","4139","5186","Crop_Horse-gram"
"Busia","Sub-county_Name_BUTULA","2025","Spring","Crop_Grapes","2564","7394","Crop_Grapes"
"Elgeyo Marakwet","Sub-county_Name_KEIYO SOUTH","2002","Long Rains","Crop_Cotton(lint)","5953","3748","Crop_Cotton(lint)"
"Nyeri","Sub-county_Name_KIENI EAST","2001","Winter","Crop_Lentils","5857","8749","Crop_Lentils"
"Isiolo","Sub-county_Name_GARBATULLA","2008","Short Rains","Crop_Linseed","8978","5557","Crop_Linseed"
"Turkana","Sub-county_Name_TURKANA NORTH","2022","Long Rains","Crop_Okra","3598","5385","Crop_Okra"
"Kiambu","Sub-county_Name_GATUNDU SOUTH","2000","Short Rains","Crop_Dry Ginger","4004","3841","Crop_Dry Ginger"
"Nairobi","Sub-county_Name_LANG'ATA","2001","Winter","Crop_Cassava","5740","8145","Crop_Cassava"
"Marsabit","Sub-county_Name_MOYALE","2021","Autumn","Crop_Sannhamp","8246","1090","Crop_Sannhamp"
"Makueni","Sub-county_Name_MBOONI","2003","Short Rains","Crop_Niger seed","9322","5438","Crop_Niger seed"
"Nyeri","Sub-county_Name_NYERI TOWN","2021","Short Rains","Crop_Onions","6891","3962","Crop_Onions"
"Narok","Sub-county_Name_TRANSMARA EAST","2021","Long Rains","Crop_Tomatoes","4112","4490","Crop_Tomatoes"
"Embu","Sub-county_Name_MBEERE NORTH","2015","Long Rains","Crop_Maize (Processed)","9632","6533","Crop_Maize (Processed)"
"Kajiado","Sub-county_Name_LOITOKITOK","2020","Short Rains","Crop_Ginger","8618","4173","Crop_Ginger"
"Mombasa","Sub-county_Name_NYALI","2019","Long Rains","Crop_Mung Beans","7092","2749","Crop_Mung Beans"
"Isiolo","Sub-county_Name_GARBATULLA","2018","Winter","Crop_Tomatoes","6814","5515","Crop_Tomatoes"
"Samburu","Sub-county_Name_SAMBURU WEST","2010","Spring","Crop_Mesta","9110","5032","Crop_Mesta"
"Nairobi","Sub-county_Name_ROYSAMBU","2009","Winter","Crop_Coriander","9573","9699","Crop_Coriander"
"Vihiga","Sub-county_Name_UGUNJA","2000","Short Rains","Crop_Ginger","2763","7004","Crop_Ginger"
"Kwale","Sub-county_Name_KINANGO","2005","Short Rains","Crop_Rubber","9683","6297","Crop_Rubber"
"Narok","Sub-county_Name_TRANSMARA EAST","1999","Winter","Crop_Tea","3374","1708","Crop_Tea"
"Narok","Sub-county_Name_NAROK SOUTH","2010","Spring","Crop_Dry Ginger","5646","3069","Crop_Dry Ginger"
"Bungoma","Sub-county_Name_TONGAREN","2011","Short Rains","Crop_Dry Chillies","3336","3085","Crop_Dry Chillies"
"Kilifi","Sub-county_Name_MAGARINI","2017","Short Rains","Crop_Coconut","608","7626","Crop_Coconut"
"Narok","Sub-county_Name_TRANSMARA EAST","2006","Long Rains","Crop_Guar seed","4073","7763","Crop_Guar seed"
"Nyandarua","Sub-county_Name_NDARAGWA","2010","Long Rains","Crop_Rice","1125","4701","Crop_Rice"
"Migori","Sub-county_Name_SUNA WEST","2007","Winter","Crop_Pigeon Peas","8010","6320","Crop_Pigeon Peas"
"Nyeri","Sub-county_Name_KIENI WEST","2010","Winter","Crop_other misc. pulses","6215","6465","Crop_other misc. pulses"
"Narok","Sub-county_Name_NAROK SOUTH","2009","Long Rains","Crop_Tomatoes","2149","4550","Crop_Tomatoes"
"Kajiado","Sub-county_Name_ISINYA","2025","Short Rains","Crop_Linseed","3580","9771","Crop_Linseed"
"Tana River","Sub-county_Name_GALOLE","2021","Long Rains","Crop_Coconut (Raw)","2083","1955","Crop_Coconut (Raw)"
"Siaya","Sub-county_Name_RARIEDA","2006","Short Rains","Crop_Cowpeas","8310","4809","Crop_Cowpeas"
"Embu","Sub-county_Name_RUNYENJES","2017","Short Rains","Crop_Jackfruit","3536","1397","Crop_Jackfruit"
"Kericho","Sub-county_Name_SOIN/SIGOWET","2022","Short Rains","Crop_Lentils","6724","9652","Crop_Lentils"
"Kajiado","Sub-county_Name_KAJIADO CENTRAL","2020","Short Rains","Crop_Blackgram","2145","7947","Crop_Blackgram"
"Vihiga","Sub-county_Name_LUANDA","2002","Long Rains","Crop_Mesta","7247","3500","Crop_Mesta"
"Embu","Sub-county_Name_RUNYENJES","2024","Long Rains","Crop_Oranges","9470","4302","Crop_Oranges"
"Machakos","Sub-county_Name_MWALA","2023","Short Rains","Crop_Bananas","425","1876","Crop_Bananas"
"Garissa","Sub-county_Name_FAFI","2022","Short Rains","Crop_Lentils","4634","7260","Crop_Lentils"
"Kajiado","Sub-county_Name_LOITOKITOK","2003","Winter","Crop_Cashew Nuts Raw","7089","5335","Crop_Cashew Nuts Raw"
"Nandi","Sub-county_Name_EMGWEN","2001","Short Rains","Crop_Sannhamp","8838","6030","Crop_Sannhamp"
"Lamu","Sub-county_Name_LAMU EAST","2005","Winter","Crop_Dry Chillies","9751","2544","Crop_Dry Chillies"
"West Pokot","Sub-county_Name_CENTRAL POKOT","2006","Long Rains","Crop_Eggplant","4916","6137","Crop_Eggplant"
"Marsabit","Sub-county_Name_MOYALE","2025","Autumn","Crop_Cabbage","5159","5020","Crop_Cabbage"
"Nairobi","Sub-county_Name_EMBAKASI SOUTH","2017","Spring","Crop_Radish","1301","8388","Crop_Radish"
"Kirinyaga","Sub-county_Name_KIRINYAGA CENTRAL","2005","Short Rains","Crop_Mangoes","3729","2004","Crop_Mangoes"
"Vihiga","Sub-county_Name_UGUNJA","2011","Short Rains","Crop_Eggplant","9487","5333","Crop_Eggplant"
"Embu","Sub-county_Name_MBEERE NORTH","2001","Long Rains","Crop_Lemons","7050","8320","Crop_Lemons"
"Kitui","Sub-county_Name_KITUI RURAL","2008","Short Rains","Crop_Tobacco","699","8540","Crop_Tobacco"
"Narok","Sub-county_Name_NAROK WEST","2018","Long Rains","Crop_Bottle Gourd","8391","2095","Crop_Bottle Gourd"
"Tana River","Sub-county_Name_GALOLE","2015","Long Rains","Crop_Onions","1525","3646","Crop_Onions"
"Machakos","Sub-county_Name_MWALA","2004","Long Rains","Crop_Radish","9952","6847","Crop_Radish"
"Nairobi","Sub-county_Name_WESTLANDS","2003","Long Rains","Crop_Oranges","1456","2711","Crop_Oranges"
"Uasin Gishu","Sub-county_Name_AINABKOI","2006","Long Rains","Crop_Moth","7977","9742","Crop_Moth"
"Kirinyaga","Sub-county_Name_KIRINYAGA CENTRAL","2004","Short Rains","Crop_Cucumber","7646","9306","Crop_Cucumber"
"Bomet","Sub-county_Name_KONOIN","2005","Autumn","Crop_Pulses total","1732","3875","Crop_Pulses total"
"Nyeri","Sub-county_Name_KIENI EAST","2025","Long Rains","Crop_Wheat","2839","4564","Crop_Wheat"
"Kiambu","Sub-county_Name_GITHUNGURI","2007","Long Rains","Crop_Cabbage","736","9632","Crop_Cabbage"
"Turkana","Sub-county_Name_TURKANA CENTRAL","2003","Spring","Crop_Tomatoes","2187","6588","Crop_Tomatoes"
"Garissa","Sub-county_Name_GARISSA TOWNSHIP","1999","Winter","Crop_Sugarcane","9171","8101","Crop_Sugarcane"
"Kiambu","Sub-county_Name_KIAMBAA","2024","Long Rains","Crop_Sannhamp","6799","5285","Crop_Sannhamp"
"Turkana","Sub-county_Name_TURKANA CENTRAL","2002","Spring","Crop_Cabbage","1778","3806","Crop_Cabbage"
"Mandera","Sub-county_Name_MANDERA NORTH","2007","Spring","Crop_Other Fresh Fruits","4539","4469","Crop_Other Fresh Fruits"
"Kajiado","Sub-county_Name_ISINYA","2009","Short Rains","Crop_Radish","3372","2510","Crop_Radish"
"Samburu","Sub-county_Name_SAMBURU NORTH","2000","Short Rains","Crop_Small Millets","5836","6738","Crop_Small Millets"
"Kajiado","Sub-county_Name_KAJIADO NORTH","2017","Short Rains","Crop_Pigeon Peas","2244","6451","Crop_Pigeon Peas"
"Turkana","Sub-county_Name_TURKANA CENTRAL","2002","Winter","Crop_Cabbage","7829","3392","Crop_Cabbage"
"Homa Bay","Sub-county_Name_KABONDO KASIPUL","2022","Short Rains","Crop_Cucumber","9274","4355","Crop_Cucumber"
"Nandi","Sub-county_Name_CHESUMEI","2007","Short Rains","Crop_Tomatoes","4209","9033","Crop_Tomatoes"
